SITUS_ZIP,TOTAL_VALUE
80206-1121,576800
80205-2718,368900
80212-1773,1061100
80212-1731,516500
80212-1543,471100
80212-1734,598100
None,100
80249-7229,244700
80249-7232,300300
None,100
80249-8227,296100
None,100
80249-8133,289400
80220-3107,340700
80230-6116,646400
80230-7068,704100
None,413800
80224-1430,567400
80224-1430,263500
80246-2315,392900
None,100
None,100
80249-7074,260500
80249-8488,249200
80249-8391,257800
80249-8483,307800
80249-8459,245800
80230-7164,723800
80220-3019,511800
80220-2946,338700
80220-3014,379200
80220-4638,928700
80220-4615,564000
80219-3436,187900
80219-1659,175700
80204-1031,229400
80219-1929,139000
80220-4550,352800
80220-4544,796700
80220-4634,953400
80220-5322,1168100
80220-4725,350800
80220-4838,276300
80220-4722,590400
80222-6759,3169200
80224-2737,361800
80222-7641,363600
80231-4216,330200
80219-4226,243300
80219-4248,282100
80219-4247,263000
80219-4241,222100
80231-3958,28900
80231-6407,338600
80231-4720,380900
None,159000
None,None
80218-1435,None
80218-1432,None
80202-2994,None
80206-2610,675000
80206-2702,550200
80206-3113,554100
80218-2318,419500
80206-3406,537800
80206-3160,2640600
80218-2426,866100
80203-4120,512100
80206-2422,2484100
80206-2506,697800
80206-2200,558500
80206-3228,2800000
80206-3211,375900
80206-3339,603400
80206-3337,639100
80219-4817,247000
80219-4847,262100
80219-4821,247600
80219-4921,249100
80219-4910,283100
80223-3529,246100
80223-3736,206100
None,3024500
80223-3422,297100
80223-2907,219200
80223-2914,238900
80212-1735,560700
80224-2106,337700
80210-2126,476600
None,100
80237-2529,427500
80205-3326,307100
80219-4553,251200
80209-2414,693200
80221-1032,407000
80207-2237,211900
80220-4719,340900
80210-5948,405900
80205-5154,647800
80222-7606,428400
80227-3426,253700
80212-2247,443000
80237-2953,379600
None,3359100
80123-7620,271300
80207-3755,595000
80211-3216,433600
80231-4637,373800
80210-5263,444400
80209-1615,419300
80216-3530,136400
80223-1622,575100
80203-3959,5315800
80231-4724,346700
80209-2118,544000
80249-7038,281500
80224-2842,384700
80211-6909,423600
80219-2144,279900
80224-1412,331700
80210-4614,313000
80203-2506,419000
80220-3227,280600
80231-2744,375200
80206-3942,415100
80203-3964,2079200
80219-1604,274200
80238-3045,492700
80238-3375,663800
80207-1602,3563300
80221-1310,268400
80221-1520,223000
80221-1316,318200
80221-1364,251900
80221-1316,307200
80221-1362,337100
80221-1368,236300
80221-1554,211200
80221-1367,231300
80221-1519,245600
80221-1360,211600
None,282200
80221-1120,336700
80249-6688,242800
80249-6690,261700
80207-1218,351700
80249-6656,289300
80249-6645,310400
80249-6575,273600
80249-6554,277800
80249-6623,308900
80249-6535,278100
80249-6519,271800
80249-6507,378100
80249-6543,298900
80249-6543,320000
80249-6541,315300
80249-6500,328300
80249-7214,313700
80239-4428,263900
80205-4956,280000
80205-5025,739200
80221-1373,232300
80221-1209,220900
80212-2926,331700
80205-3437,353000
80205-3437,517400
80205-3445,470600
80205-3443,313100
None,1186700
80205-2938,629300
80202-1705,4202400
80205-5630,430500
80205-4158,397800
80205-4048,294200
80205-4058,275400
80205-4133,446800
80205-3960,320800
80205-4137,339400
80205-3436,213700
80205-3429,309700
80205-3434,334100
80205-3331,288500
80230-7170,321000
80235-2913,339400
80203-1121,4565600
80222-3547,271200
80222-4606,399700
80231-2669,198300
80224-2515,468800
80224-2619,416800
80222-3526,552900
80222-3504,485600
80222-3606,296000
80222-3606,358600
80222-3807,374600
80222-7560,348300
80222-7553,350800
80222-4112,5899300
80222-4416,354100
80222-4417,334900
80231-5615,262600
80249-8100,286000
80211-3038,1375100
80236-3009,283400
80222-5136,100
80223-1627,330800
None,1200
None,1239000
80223-1831,324000
None,4660400
80223-2003,200600
80223-2026,244100
None,302900
80223-2304,203200
80223-1925,505000
None,219900
80219-6401,286400
80207-2732,349000
80227-3604,305300
80210-4129,445400
80230-6986,489000
80219-1931,253300
80212-1327,407500
80219-3843,207200
80209-4535,424000
80209-4641,569700
80209-4512,1494900
80209-4526,810000
80209-4614,1003200
80209-4527,1149800
80209-2520,607700
80209-4339,541800
80209-2215,653300
80209-2413,927300
80209-2415,616900
80239-4360,260700
80239-5125,235900
80211-3302,562300
None,100
80223-3419,265500
80210-4515,500000
80123-0686,478000
80211-1326,517100
80210-5110,427900
80220-2122,222800
80238-3198,400500
80238-3251,382200
80238-3238,452400
80238-3230,655000
80211-3435,100
80223-1571,723800
None,515900
80223-2812,12400
None,360800
80222-7315,287900
80230-6483,610000
80227-5426,311900
80224-1947,322300
80224-1913,338100
80239-5174,239500
80218-3638,1099600
80220-2108,184600
None,754500
80220-2050,245700
80220-2008,261300
80220-2139,251500
None,507600
80220-2244,256600
80220-2053,337800
80220-2249,231000
80220-2214,205800
80220-2144,238500
80220-2247,238700
80246-1146,881800
80249-7335,329800
80210-1830,1780000
80209-2626,1697300
80224-1563,491600
80230-7040,1284500
80207-3132,545600
80224-2266,541900
80207-2657,424300
None,327400
80211-4721,533300
80211-2754,857500
80212-1956,319300
80212-1951,413000
80212-1956,516300
80212-1954,458800
80211-2752,420900
80212-1750,469400
80211-1137,339000
80207-3921,785000
80224-1204,466500
None,749400
80204-3611,505000
80224-1540,515000
80230-6967,611600
80237-1236,571800
80216-2535,227000
80210-1519,371700
80210-6236,484900
80221-1508,288600
80249-8210,265200
80249-7250,199600
80249-8368,300000
80249-8389,323600
80249-8389,330400
80249-8379,534000
80249-8415,346300
80249-8451,265200
80219-3375,249000
80238-2733,497600
None,607600
80212-1959,975000
80211-2918,83700
80210-2229,441000
80211-3107,530900
80249-7187,349000
80211-4087,445500
80237-2150,388500
None,624000
80220-2433,557100
80220-2427,558000
80220-4918,628800
80220-3020,377200
80220-2731,1296300
80220-2830,502500
80220-2713,270800
80220-2711,400800
80220-4548,434900
None,273400
80238-2770,534800
80210-2932,297400
80212-2307,591500
80209-2201,376500
80231-4237,356000
80223-2919,262200
80212-2373,399400
80211-2111,479700
80224-1534,490200
None,10413200
80231-4267,100
None,100
80231-4537,512300
80238-3869,619400
80207-3252,471200
80211-4011,642200
80204-4621,251000
None,274900
80224-2128,411700
None,144700
80210-5511,1210100
80123-1300,394800
80209-1745,546100
80209-4120,342100
80216-6627,1494900
80205-4714,423800
80211-1623,500800
80205-5322,515900
80206-4653,2209200
80218-3508,723500
80206-3445,420400
80206-3348,444700
80207-2822,325600
80220-2641,403900
80249-8443,298600
80222-7625,363800
80212-1449,927400
80216-2221,159600
80223-3933,235900
80204-3932,270100
80202-1030,3698900
80209-1622,523900
80237-2929,381700
80236-3801,306800
80210-6822,831800
80239-6458,295700
80211-3622,534800
80216-2845,233000
80238-2492,690100
80212-2806,450000
80219-1849,198700
80209-5130,751500
80211-2201,180500
80219-4904,263800
80223-1101,316700
80207-3215,588500
80249-8482,298000
80224-1528,525100
80211-3611,733900
80220-2512,407900
80209-4912,1368500
80219-3641,257100
80237-1414,354300
80211-2942,675000
80216-2933,325300
80209-3249,1175600
80211-2117,390300
80123-1886,344400
None,5894500
80207-3505,271500
80210-2012,1194900
80212-2408,360000
80224-1933,354800
80206-3343,449800
80231-4364,451400
80237-2027,518200
80222-6515,388500
80210-6419,672000
80205-2416,217200
80222-5951,1665900
80236-2247,274500
80227-5908,335900
80231-5694,202600
80211-2208,320800
80205-2736,343400
80223-3226,597900
80205-4116,409800
80227-4139,350600
80211-2654,1038400
80249-6688,274600
80204-4552,471600
80220-1448,416600
80227-3850,371400
80239-4317,266100
None,100
80230-6413,1769900
80209-2018,322300
None,1098600
80123-1004,266000
80249-8101,298900
80249-6688,275300
80209-3505,875600
None,100
80209-4225,379100
80207-3546,356900
80210-6626,372400
80211-2134,465900
80207-2903,389100
80207-1117,382800
80207-1853,222100
80207-1865,188900
80207-1859,316900
80207-2642,274300
80207-2637,428200
80207-2638,349800
80207-2618,427600
80207-2622,427300
80207-3153,705200
80220-1301,751700
80207-3045,398500
80221-1125,361700
80212-2210,435000
80212-2540,379200
80211-1719,552800
80221-1116,298700
80221-1022,374100
80221-1244,290400
80221-1236,269400
80223-4133,220500
80211-1217,356000
80212-2920,491500
80212-2610,400100
80212-2606,789400
80212-2930,439600
80221-1034,346400
80212-2639,384500
80212-2925,324100
80212-2644,576600
80221-1034,352200
80212-2621,590300
80239-3635,247900
80239-5756,224700
80249-7198,325200
80249-7119,278100
80249-7181,344600
80249-8088,199400
80249-8072,247600
80205-2421,418900
80223-4129,266000
80221-1241,266200
None,284800
80211-1322,443500
80204-4418,288000
80210-5504,1262200
80222-6743,302700
80204-3098,186800
80239-4456,253900
80238-2498,514000
80207-3260,574400
80220-3344,403000
80219-4337,298500
None,100
80206-4441,949400
80209-4823,728800
80219-1619,198700
80207-1016,251400
80219-1334,163500
80205-4708,463400
80210-4459,235300
80223-3533,246400
80238-3868,805600
80224-1208,341600
80219-5740,290700
80222-7104,521500
80223-2708,317000
80205-3357,301600
80223-2921,293400
None,668700
80205-4070,468900
80222-7229,439100
80211-3532,274500
80204-2847,187000
80211-1546,310800
None,1145100
80224-2203,335500
80205-3523,254400
80221-1115,254700
80221-1240,212500
80221-1237,286900
80221-1230,288600
80123-0890,416800
80239-6415,235500
80209-4646,593400
80209-2520,431000
80209-4643,655700
None,738300
80207-2202,230700
80220-4661,367500
80239-4924,237400
80205-5354,317400
80212-2229,389600
80206-4654,2764000
80235-2958,363100
80239-3737,212000
80239-6042,284000
80239-6039,295800
80239-6045,294600
80249-8065,240300
80239-4428,240300
80239-4292,284300
80212-1721,543400
80205-5515,495600
80204-3156,224400
None,1254500
80223-2009,277700
80220-2645,226500
80219-3244,208400
80238-2423,504300
80206-3951,418600
80239-3825,226200
80239-6473,280800
80239-5452,231600
80216-2724,139500
80205-4343,557100
80216-2503,422400
80216-2506,192000
80216-2506,198400
80216-2503,301600
80216-2038,211600
80237-2122,409800
None,100
None,749200
80236-2610,178600
80238-3549,141200
80219-2243,204700
80205-5356,430900
80249-8098,309600
80236-2049,323800
80249-8041,236400
None,501700
80216-2231,178800
80205-3441,178700
None,122400
80230-7092,517800
80220-6337,745700
80220-6163,501100
None,100
80230-6121,1425800
80222-6814,282800
80210-4425,533400
80237-2136,447100
80238-2787,399000
80238-3382,587400
80221-1520,331700
80211-1533,304000
80205-5330,293000
80210-5418,572200
80220-2942,377900
None,20687100
None,166233300
80216-2311,163700
None,20400
80216-2917,223200
80204-1267,438400
80204-1430,367600
80204-6520,614500
80204-1411,697400
80249-7276,274400
80238-3062,839200
None,732500
80212-2162,552600
80205-4463,543300
80207-2732,409300
80239-5698,317300
80204-3017,202600
80204-3157,189400
80204-3017,223400
None,304900
None,14700
80204-2951,202200
80204-5232,288300
80206-3511,805300
80206-3346,484100
80206-3346,447600
80206-4049,463300
80206-4043,402500
80206-3938,720000
80218-3390,477700
80204-3913,332400
80207-3837,1252900
80249-8210,265400
80238-3254,618200
80211-1945,448300
80230-7220,365200
80219-4503,254800
80205-5048,306700
80206-4443,614900
80206-4529,324000
80206-4537,471100
80206-4442,459000
80206-4440,967000
80206-4418,1965100
80206-3835,961100
80206-3902,876000
80223-4127,437500
80210-4427,546000
80210-4410,485400
80239-3844,252600
80211-3518,610100
80219-6053,273600
80211-4020,405100
None,714800
80223-1622,314400
80212-1410,376600
80210-1711,421200
80219-2123,236100
80204-1128,335100
None,24800
80204-4401,722800
None,98000
80206-2510,437600
80206-3330,953100
80236-6002,180600
80218-3406,484200
80211-5104,630000
80223-3011,263900
80216-3533,136900
80204-5004,253100
None,696000
80239-6211,220600
80239-5471,238100
80246-2312,362400
80210-6510,437700
80123-2641,523700
80220-5332,512800
80203-4001,454400
80219-5820,225500
80211-3130,383800
80211-1568,458000
80220-2828,250700
80238-3422,646000
80211-2637,369800
80216-6524,853400
80207-3261,537000
80219-1510,100
80231-4019,404000
80237-1033,753500
80204-1234,501900
80216-2641,526800
80204-3049,183600
80222-7254,364400
None,612900
80211-4306,744300
80219-4321,225500
80204-3238,230700
80204-5149,474000
80231-4290,374300
80206-1510,432500
80219-5116,281800
80219-1337,179300
80206-4242,713700
80211-4436,500200
80235-2939,370000
None,100
80211-3509,800000
80209-2125,499600
80204-1656,669100
80207-4009,283700
80210-6901,1060900
80246-1010,3041300
80220-2240,224300
80219-1660,395400
80210-2101,434700
80239-4261,271700
80238-3098,291200
80207-3216,477000
80249-7065,248400
80239-5797,214000
80205-3049,390000
80206-5540,734300
80205-2324,563100
80218-4009,668300
80209-4734,711700
80212-1666,342000
80205-4512,304100
80219-4615,250500
80219-1746,238300
80207-3227,402100
80210-2939,395200
80210-1525,561300
80218-1109,1733000
80239-3850,228500
80123-1010,278500
80224-1958,332100
80206-3936,516900
80224-2631,368700
80236-2031,249700
80205-4830,414700
80223-1310,537900
80210-1919,1023100
80220-2647,434200
80219-4348,278000
80207-2116,465000
80211-3037,335300
80231-2662,276800
None,356500
80249-6560,276000
80219-3530,346400
80219-1145,214100
80239-5746,218400
80219-3424,280400
80207-3157,346400
80220-2616,563400
80239-5136,214100
80220-5711,891900
80237-1350,433800
80222-3802,371300
80211-1645,500400
80211-4731,454200
80205-4850,351800
80238-2528,365700
80231-6403,341900
80219-2224,230700
80220-3454,207600
80205-5648,413600
None,34800
80207-2147,241300
None,226600
80222-7624,411600
80207-1036,351700
80237-1714,396900
None,5800
80212-2358,341000
80219-4431,286100
80206-4422,810800
80202-3101,36431400
80220-5851,1605900
80231-3971,223700
80224-1562,497800
80239-5204,186500
80249-7613,336000
80219-1350,240300
80231-4235,380000
80238-2454,348400
80212-2724,306100
80223-2045,478400
80236-3311,301400
80123-1632,311700
80211-1814,415400
None,11400
80205-4552,361000
80209-2023,778500
80239-5418,278000
80223-1101,494700
80239-4041,227300
80209-4828,1075000
80209-4135,856200
80218-4012,1755400
80239-5135,272100
None,100
80238-3163,439800
80216-2531,184300
80219-5900,208900
80204-1524,475600
80210-1511,635000
80210-2518,442300
80236-2247,307400
80231-4133,404700
80231-5694,212000
80209-3200,1073900
80224-1559,529600
None,100
80211-4092,335500
80231-5694,205700
None,755500
80219-3325,352300
80236-3357,427900
80212-2246,662600
80237-2132,610300
80205-4860,345100
80236-2240,254400
80237-1386,100
80219-5825,244600
80219-5114,309000
80220-5044,527600
80237-2211,357600
80231-5695,1232000
80246-3236,391000
80223-3724,237400
None,376900
80224-1430,245700
80212-1321,460800
80219-2364,8638800
80209-4328,475400
80249-8563,246000
80211-4501,493500
