"","address","countyfips","county","charter","city","distcode","district","highest","lowest","phone","schoolcode","school","setting","state","type","fips","zip","content","proficiency"
"424","1701 ESPANA ST",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","Preschool",3033647918,1720,"CLYDE MILLER K-8","Denver Metro","CO","Public School Physical Address",8001,80011,"ELA",29.275
"425","1701 ESPANA ST",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","Preschool",3033647918,1720,"CLYDE MILLER K-8","Denver Metro","CO","Public School Physical Address",8001,80011,"Math",13.3
"426","17600 EAST COLUMBIA AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","6th Grade",3036906570,1800,"COLUMBIA MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"ELA",36.9333333333333
"427","17600 EAST COLUMBIA AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","6th Grade",3036906570,1800,"COLUMBIA MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"Math",23.425
"428","1600 FLORENCE ST",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033403290,1948,"CRAWFORD ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80010,"ELA",9.83333333333333
"429","1600 FLORENCE ST",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033403290,1948,"CRAWFORD ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80010,"Math",6.86666666666667
"430","17401 EAST DARTMOUTH AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3036937561,2095,"DALTON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"ELA",40.0666666666667
"431","17401 EAST DARTMOUTH AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3036937561,2095,"DALTON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"Math",36.6333333333333
"432","3050 SOUTH LAREDO ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3036901155,2114,"DARTMOUTH ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"ELA",32.7666666666667
"433","3050 SOUTH LAREDO ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3036901155,2114,"DARTMOUTH ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"Math",27.6
"434","1275 FRASER ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","6th Grade",3033400660,2384,"EAST MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"ELA",21.2
"435","1275 FRASER ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","6th Grade",3033400660,2384,"EAST MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"Math",11.0333333333333
"436","55 NORTH SALIDA WAY",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","Preschool",3033261333,2673,"EDNA AND JOHN W. MOSLEY P-8","Denver Metro","CO","Public School Physical Address",8001,80011,"ELA",24.6333333333333
"437","55 NORTH SALIDA WAY",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","Preschool",3033261333,2673,"EDNA AND JOHN W. MOSLEY P-8","Denver Metro","CO","Public School Physical Address",8001,80011,"Math",14.44
"438","1020 EAGLE ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Kindergarten",3033403050,2618,"ELKHART ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"ELA",18.8666666666667
"439","1020 EAGLE ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Kindergarten",3033403050,2618,"ELKHART ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"Math",16.7
"440","10455 EAST 25TH AVENUE",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Kindergarten",3033431707,2998,"FLETCHER COMMUNITY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80010,"ELA",8.8
"441","10455 EAST 25TH AVENUE",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Kindergarten",3033431707,2998,"FLETCHER COMMUNITY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80010,"Math",7.3
"442","755 FULTON ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033648078,3272,"FULTON ACADEMY OF EXCELLENCE","Denver Metro","CO","Public School Physical Address",8005,80010,"ELA",20
"443","755 FULTON ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033648078,3272,"FULTON ACADEMY OF EXCELLENCE","Denver Metro","CO","Public School Physical Address",8005,80010,"Math",15.9666666666667
"444","1300 SOUTH SABLE BLVD",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","9th Grade",3037557160,3354,"GATEWAY HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80012,"ELA",14.8
"445","1300 SOUTH SABLE BLVD",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","9th Grade",3037557160,3354,"GATEWAY HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80012,"Math",12.45
"446","403 SOUTH AIRPORT BLVD",5,"ARAPAHOE","Y","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","Kindergarten",3033096657,3471,"GLOBAL VILLAGE ACADEMY AURORA","Denver Metro","CO","Public School Physical Address",8005,80017,"ELA",20.4
"447","403 SOUTH AIRPORT BLVD",5,"ARAPAHOE","Y","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","Kindergarten",3033096657,3471,"GLOBAL VILLAGE ACADEMY AURORA","Denver Metro","CO","Public School Physical Address",8005,80017,"Math",13.2
"448","1250 CHAMBERS ROAD",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","9th Grade",3033401500,4024,"HINKLEY HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"ELA",15.3
"449","1250 CHAMBERS ROAD",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","9th Grade",3033401500,4024,"HINKLEY HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"Math",18.65
"450","16701 EAST IOWA AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3037513660,4270,"IOWA ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80017,"ELA",26.7
"451","16701 EAST IOWA AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3037513660,4270,"IOWA ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80017,"Math",16.9333333333333
"452","14601 EAST JEWELL AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3037518862,4426,"JEWELL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80012,"ELA",17.6666666666667
"453","14601 EAST JEWELL AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3037518862,4426,"JEWELL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80012,"Math",10.65
"454","1255 KENTON ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033640947,4646,"KENTON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80010,"ELA",7.83333333333333
"455","551 LANSING ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033648297,4970,"LANSING ELEMENTARY COMMUNITY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80010,"ELA",16
"456","551 LANSING ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033648297,4970,"LANSING ELEMENTARY COMMUNITY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80010,"Math",9.6
"457","1350 LAREDO ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Kindergarten",3033660314,4973,"LAREDO ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"ELA",19.1333333333333
"458","1350 LAREDO ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Kindergarten",3033660314,4973,"LAREDO ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"Math",10.0666666666667
"459","11001-A EAST ALAMEDA AVENUE",5,"ARAPAHOE","Y","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","Kindergarten",3033600052,5298,"LOTUS SCHOOL FOR EXCELLENCE","Denver Metro","CO","Public School Physical Address",8005,80012,"ELA",25.7285714285714
"460","11001-A EAST ALAMEDA AVENUE",5,"ARAPAHOE","Y","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","Kindergarten",3033600052,5298,"LOTUS SCHOOL FOR EXCELLENCE","Denver Metro","CO","Public School Physical Address",8005,80012,"Math",20.7428571428571
"461","12445 EAST 2ND AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033648455,5361,"LYN KNOLL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"ELA",19.5
"462","12445 EAST 2ND AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033648455,5361,"LYN KNOLL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"Math",15.6666666666667
"463","2055 MOLINE ST",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033648549,6068,"MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80010,"ELA",21.3
"464","2055 MOLINE ST",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033648549,6068,"MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80010,"Math",15.6
"465","1955 SOUTH TELLURIDE ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","6th Grade",3037502836,6160,"MRACHEK MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"ELA",14.4
"466","1955 SOUTH TELLURIDE ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","6th Grade",3037502836,6160,"MRACHEK MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"Math",16.375
"467","1400 S OLD TOM MORRIS ROAD",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","Preschool",3033660579,6189,"MURPHY CREEK K-8 SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80018,"ELA",61.3
"468","1400 S OLD TOM MORRIS ROAD",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","Preschool",3033660579,6189,"MURPHY CREEK K-8 SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80018,"Math",44.9666666666667
"469","1635 PARIS ST",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033411702,6728,"PARIS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80010,"ELA",10.5666666666667
"470","1635 PARIS ST",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033411702,6728,"PARIS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80010,"Math",7.1
"471","13001 EAST 30TH AVE",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033438313,6758,"PARK LANE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80011,"ELA",19.7333333333333
"472","13001 EAST 30TH AVE",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033438313,6758,"PARK LANE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80011,"Math",11.4333333333333
"473","875 PEORIA ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033400770,6869,"PEORIA ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"ELA",29.8
"474","875 PEORIA ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033400770,6869,"PEORIA ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"Math",23.5666666666667
"475","17599 EAST ILIFF AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","9th Grade",3036956848,7250,"RANGEVIEW HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"ELA",31.5
"476","17599 EAST ILIFF AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","9th Grade",3036956848,7250,"RANGEVIEW HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"Math",27.05
"477","2601 SABLE BLVD",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033403140,7558,"SABLE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80011,"ELA",14.4666666666667
"478","2601 SABLE BLVD",1,"ADAMS","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033403140,7558,"SABLE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8001,80011,"Math",10.6333333333333
"479","19191 EAST ILIFF PL",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3037551785,7865,"SIDE CREEK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"ELA",26.5666666666667
"480","19191 EAST ILIFF PL",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3037551785,7865,"SIDE CREEK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"Math",16.3
"481","560 VAUGHN ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033666019,7932,"SIXTH AVENUE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"ELA",15.8333333333333
"482","560 VAUGHN ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033666019,7932,"SIXTH AVENUE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"Math",8.86666666666667
"483","12310 EAST PARKVIEW DR",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","6th Grade",3033647623,8078,"SOUTH MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"ELA",9.63333333333333
"484","12310 EAST PARKVIEW DR",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","6th Grade",3033647623,8078,"SOUTH MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"Math",8.36666666666667
"485","17101 EAST OHIO DRIVE",5,"ARAPAHOE","Y","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","Kindergarten",3036912384,9189,"VANGUARD CLASSICAL SCHOOL - EAST","Denver Metro","CO","Public School Physical Address",8005,80017,"ELA",37.9333333333333
"486","17101 EAST OHIO DRIVE",5,"ARAPAHOE","Y","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","Kindergarten",3036912384,9189,"VANGUARD CLASSICAL SCHOOL - EAST","Denver Metro","CO","Public School Physical Address",8005,80017,"Math",18.1666666666667
"487","801 YOSEMITE STREET",31,"DENVER","Y","DENVER",180,"ADAMS-ARAPAHOE 28J","8th Grade","Kindergarten",3036912384,9056,"VANGUARD CLASSICAL SCHOOL - WEST","Denver Metro","CO","Public School Physical Address",8031,80230,"ELA",31.95
"488","801 YOSEMITE STREET",31,"DENVER","Y","DENVER",180,"ADAMS-ARAPAHOE 28J","8th Grade","Kindergarten",3036912384,9056,"VANGUARD CLASSICAL SCHOOL - WEST","Denver Metro","CO","Public School Physical Address",8031,80230,"Math",14.825
"489","18101 EAST VASSAR AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3037523772,9059,"VASSAR ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"ELA",35.8
"490","18101 EAST VASSAR AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3037523772,9059,"VASSAR ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"Math",25.2
"491","1155 VAUGHN ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033668430,9060,"VAUGHN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"ELA",16.1
"492","1155 VAUGHN ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033668430,9060,"VAUGHN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"Math",9.6
"493","395 SOUTH TROY ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033669594,9140,"VIRGINIA COURT ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80012,"ELA",16.4
"494","395 SOUTH TROY ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033669594,9140,"VIRGINIA COURT ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80012,"Math",9.23333333333333
"495","24500  EAST 6th AVENUE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","9th Grade",3033400121,9125,"VISTA PEAK 9-12 PREPARATORY","Denver Metro","CO","Public School Physical Address",8005,80018,"ELA",27.9
"496","24500  EAST 6th AVENUE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","9th Grade",3033400121,9125,"VISTA PEAK 9-12 PREPARATORY","Denver Metro","CO","Public School Physical Address",8005,80018,"Math",22.7
"497","24551 EAST 1ST AVENUE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","Preschool",3033643757,9083,"VISTA PEAK P-8 EXPLORATORY","Denver Metro","CO","Public School Physical Address",8005,80018,"ELA",26.5333333333333
"498","24551 EAST 1ST AVENUE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","8th Grade","Preschool",3033643757,9083,"VISTA PEAK P-8 EXPLORATORY","Denver Metro","CO","Public School Physical Address",8005,80018,"Math",20.8333333333333
"499","472 SOUTH WHEELING ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033448670,9514,"WHEELING ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80012,"ELA",18.4666666666667
"500","472 SOUTH WHEELING ST",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3033448670,9514,"WHEELING ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80012,"Math",13.85
"501","400 AIRPORT BLVD",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","9th Grade",3033648715,8356,"WILLIAM SMITH HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"ELA",42.3
"502","400 AIRPORT BLVD",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","12th Grade","9th Grade",3033648715,8356,"WILLIAM SMITH HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80011,"Math",26.9
"503","16001 EAST YALE AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3037517470,9756,"YALE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"ELA",28.4
"504","16001 EAST YALE AVE",5,"ARAPAHOE","N","AURORA",180,"ADAMS-ARAPAHOE 28J","5th Grade","Preschool",3037517470,9756,"YALE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8005,80013,"Math",13.6333333333333
"505","2005 ALPINE STREET",13,"BOULDER","N","LONGMONT",470,"ST VRAIN VALLEY RE 1J","5th Grade","Preschool",7206528140,61,"ALPINE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8013,80501,"ELA",48.9333333333333
"506","2005 ALPINE STREET",13,"BOULDER","N","LONGMONT",470,"ST VRAIN VALLEY RE 1J","5th Grade","Preschool",7206528140,61,"ALPINE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8013,80501,"Math",38.2
"507","4600 CLOVER BASIN DRIVE",13,"BOULDER","N","LONGMONT",470,"ST VRAIN VALLEY RE 1J","8th Grade","6th Grade",7204943980,226,"ALTONA MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8013,80503,"ELA",74.7666666666667
"508","4600 CLOVER BASIN DRIVE",13,"BOULDER","N","LONGMONT",470,"ST VRAIN VALLEY RE 1J","8th Grade","6th Grade",7204943980,226,"ALTONA MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8013,80503,"Math",72.62
"509","1260 MOUNTAIN DRIVE",13,"BOULDER","N","LONGMONT",470,"ST VRAIN VALLEY RE 1J","5th Grade","Preschool",7206528220,878,"BLUE MOUNTAIN ELEMENTARY","Denver Metro","CO","Public School Physical Address",8013,80503,"ELA",69.7666666666667
"510","1260 MOUNTAIN DRIVE",13,"BOULDER","N","LONGMONT",470,"ST VRAIN VALLEY RE 1J","5th Grade","Preschool",7206528220,878,"BLUE MOUNTAIN ELEMENTARY","Denver Metro","CO","Public School Physical Address",8013,80503,"Math",62.7333333333333
"511","1051 S. PRATT PARKWAY",13,"BOULDER","N","LONGMONT",470,"ST VRAIN VALLEY RE 1J","5th Grade","Preschool",3037768861,1148,"BURLINGTON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8013,80501,"ELA",42.4
"512","1051 S. PRATT PARKWAY",13,"BOULDER","N","LONGMONT",470,"ST VRAIN VALLEY RE 1J","5th Grade","Preschool",3037768861,1148,"BURLINGTON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8013,80501,"Math",32.3666666666667
"513","1020 4TH AVENUE",13,"BOULDER","N","LONGMONT",470,"ST VRAIN VALLEY RE 1J","5th Grade","Preschool",3037763236,1434,"CENTRAL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8013,80501,"ELA",41.8333333333333
"514","1020 4TH AVENUE",13,"BOULDER","N","LONGMONT",470,"ST VRAIN VALLEY RE 1J","5th Grade","Preschool",3037763236,1434,"CENTRAL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8013,80501,"Math",33.7
