address,countyfips,county,charter,city,distcode,district,highest,lowest,phone,schoolcode,name,setting,state,type,fips,zip
3130 REPPLIER DRIVE,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,5th Grade,Preschool,7205612500,1842,COLUMBINE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80304
805 GILLASPIE DR,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,6th Grade,Preschool,7205613700,1883,COMMUNITY MONTESSORI SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80305
3740 MARTIN DRIVE,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,5th Grade,Preschool,7205613800,5606,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,Denver Metro,CO,Public School Physical Address,8013,80305
1897 SUMAC AVENUE,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,5th Grade,Kindergarten,7205615461,1996,CREST VIEW ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80304
840  75TH STREET,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,5th Grade,Preschool,7205615541,2240,DOUGLASS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80303
1220 EISENHOWER DRIVE,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,5th Grade,Kindergarten,7205616700,2552,EISENHOWER ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80303
3351 SOUTH INDIANA STREET,13,BOULDER,N,SUPERIOR,480,BOULDER VALLEY RE 2,8th Grade,Kindergarten,7205614400,2589,ELDORADO K-8 SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80027
755 W. ELMHURST PLACE,14,BROOMFIELD,N,BROOMFIELD,480,BOULDER VALLEY RE 2,5th Grade,Preschool,7205618500,2702,EMERALD ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8014,80020
1515 GREENBRIAR BOULEVARD,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,12th Grade,9th Grade,7205613100,2892,FAIRVIEW HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80305
845 WEST DAHLIA,13,BOULDER,N,LOUISVILLE,480,BOULDER VALLEY RE 2,5th Grade,Preschool,7205617900,2940,FIRESIDE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80027
1150 7TH STREET,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,5th Grade,Kindergarten,7205614600,2970,FLATIRONS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80302
1001 HAWTHORNE AVENUE,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,5th Grade,Kindergarten,7205612600,3022,FOOTHILL ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80304
890 MAIN STREET,13,BOULDER,N,GOLD HILL,480,BOULDER VALLEY RE 2,5th Grade,Kindergarten,7205615940,3488,GOLD HILL ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80302
3100 BUCKNELL COURT,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,12th Grade,6th Grade,7205614700,3499,HALCYON SCHOOL (SPECIAL EDUCATION),Denver Metro,CO,Public School Physical Address,8013,80303
7750 CONCORD DRIVE,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,5th Grade,Preschool,7205615586,3882,HEATHERWOOD ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80301
3995 EAST AURORA AVENUE,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,5th Grade,Preschool,7205616500,3940,HIGH PEAKS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80303
4545 SIOUX DRIVE,13,BOULDER,Y,BOULDER,480,BOULDER VALLEY RE 2,8th Grade,Kindergarten,7205615580,6642,HORIZONS K-8 SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80303
111 MESA STREET,13,BOULDER,N,JAMESTOWN,480,BOULDER VALLEY RE 2,5th Grade,Kindergarten,7205616020,4386,JAMESTOWN ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80455
805 EXCALIBUR,13,BOULDER,Y,LAFAYETTE,480,BOULDER VALLEY RE 2,12th Grade,6th Grade,7209351337,4496,JUSTICE HIGH CHARTER SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80026
1000 WEST 10TH AVENUE,14,BROOMFIELD,N,BROOMFIELD,480,BOULDER VALLEY RE 2,5th Grade,Preschool,7205618600,4792,KOHL ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8014,80020
101 NORTH BERMONT AVENUE,13,BOULDER,N,LAFAYETTE,480,BOULDER VALLEY RE 2,5th Grade,Preschool,7205618900,4874,LAFAYETTE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80026
400 HUTCHINSON STREET,13,BOULDER,N,LOUISVILLE,480,BOULDER VALLEY RE 2,5th Grade,Kindergarten,7205617200,5302,LOUISVILLE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80027
1341 MAIN STREET,13,BOULDER,N,LOUISVILLE,480,BOULDER VALLEY RE 2,8th Grade,6th Grade,7205617400,5306,LOUISVILLE MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80027
290 MANHATTAN DRIVE,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,8th Grade,6th Grade,7205616300,1136,MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS,Denver Metro,CO,Public School Physical Address,8013,80303
840 MAPLETON AVENUE,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,Preschool,Preschool,7205616200,5617,MAPLETON EARLY CHILDHOOD CENTER,Denver Metro,CO,Public School Physical Address,8013,80304
1575 LEHIGH STREET,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,5th Grade,Kindergarten,7205613000,5838,MESA ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80305
329 CAMPUS DRIVE,13,BOULDER,N,LOUISVILLE,480,BOULDER VALLEY RE 2,12th Grade,9th Grade,7205614200,5999,MONARCH HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80027
263 CAMPUS DRIVE,13,BOULDER,N,LOUISVILLE,480,BOULDER VALLEY RE 2,8th Grade,Preschool,7205614000,6000,MONARCH K-8 SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80027
#1 SUNDOWN TRAIL,13,BOULDER,N,NEDERLAND,480,BOULDER VALLEY RE 2,5th Grade,Preschool,7205614800,6208,NEDERLAND ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80466
597 ELDORA ROAD,13,BOULDER,N,NEDERLAND,480,BOULDER VALLEY RE 2,12th Grade,6th Grade,7205614900,6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80466
6096 BASELINE ROAD,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,8th Grade,6th Grade,7205615536,6224,NEVIN PLATT MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80303
700 20TH STREET,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,12th Grade,9th Grade,7205618700,6195,NEW VISTA HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80302
800 MERLIN DRIVE,13,BOULDER,Y,LAFAYETTE,480,BOULDER VALLEY RE 2,12th Grade,Kindergarten,3034534600,6816,PEAK TO PEAK CHARTER SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80026
101 E. BASELINE ROAD,13,BOULDER,N,LAFAYETTE,480,BOULDER VALLEY RE 2,5th Grade,Preschool,7205617800,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80026
1405 CENTAUR VILLAGE DRIVE,13,BOULDER,N,LAFAYETTE,480,BOULDER VALLEY RE 2,5th Grade,Preschool,7205617000,7528,RYAN ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80026
1500 KNOX DRIVE,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,8th Grade,6th Grade,7205613400,8135,SOUTHERN HILLS MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80305
4655 HANOVER AVENUE,13,BOULDER,Y,BOULDER,480,BOULDER VALLEY RE 2,8th Grade,6th Grade,7205613900,8387,SUMMIT MIDDLE CHARTER SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80305
1800 SOUTH INDIANA ST.,13,BOULDER,N,SUPERIOR,480,BOULDER VALLEY RE 2,5th Grade,Kindergarten,7205614100,8418,SUPERIOR ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80027
956  16TH STREET,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,5th Grade,Preschool,7205615416,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80302
2008 PINE STREET,13,BOULDER,N,BOULDER,480,BOULDER VALLEY RE 2,5th Grade,Kindergarten,7205615431,9544,WHITTIER ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8013,80302
516 EAST MAIN STREET,15,CHAFFEE,N,BUENA VISTA,490,BUENA VISTA R-31,5th Grade,Preschool,7193957020,4306,AVERY/PARSONS ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8015,81211
559 Railroad,15,CHAFFEE,N,BUENA VISTA,490,BUENA VISTA R-31,12th Grade,9th Grade,7193957100,1130,BUENA VISTA HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8015,81211
613 EAST MAIN STREET,15,CHAFFEE,N,BUENA VISTA,490,BUENA VISTA R-31,12th Grade,7th Grade,7193954064,1508,CHAFFEE COUNTY HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8015,81211
549 Railroad,15,CHAFFEE,N,BUENA VISTA,490,BUENA VISTA R-31,8th Grade,6th Grade,7193957060,1132,HARRY L MC GINNIS MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8015,81211
220 12TH STREET,15,CHAFFEE,N,SALIDA,500,SALIDA R-32,8th Grade,5th Grade,7195300681,1554,CREST ACADEMY,Outlying Town,CO,Public School Physical Address,8015,81201
349 E 9th Street,15,CHAFFEE,N,SALIDA,500,SALIDA R-32,12th Grade,9th Grade,7195305252,4085,HORIZONS EXPLORATORY ACADEMY,Outlying Town,CO,Public School Physical Address,8015,81201
425 WEST 7TH STREET,15,CHAFFEE,N,SALIDA,500,SALIDA R-32,4th Grade,Kindergarten,7195305260,5268,LONGFELLOW ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8015,81201
516 TELLER AVE,15,CHAFFEE,N,SALIDA,500,SALIDA R-32,Preschool,Preschool,7195305237,7643,SALIDA EARLY CHILDHOOD CENTER,Outlying Town,CO,Public School Physical Address,8015,81201
26 JONES AVENUE,15,CHAFFEE,N,SALIDA,500,SALIDA R-32,12th Grade,9th Grade,7195305400,7568,SALIDA HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8015,81201
520 MILFORD STREET,15,CHAFFEE,N,SALIDA,500,SALIDA R-32,8th Grade,5th Grade,7195305300,4680,SALIDA MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8015,81201
102  W. 5TH AVENUE,17,CHEYENNE,N,KIT CARSON,510,KIT CARSON R-1,5th Grade,Preschool,7199623219,4738,KIT CARSON ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8017,80825
102 5TH AVENUE,17,CHEYENNE,N,KIT CARSON,510,KIT CARSON R-1,12th Grade,6th Grade,7199623219,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,Remote,CO,Public School Physical Address,8017,80825
395 NORTH 5TH WEST,17,CHEYENNE,N,CHEYENNE WELLS,520,CHEYENNE COUNTY RE-5,6th Grade,Preschool,7197675656,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8017,80810
325 WEST 4TH NORTH,17,CHEYENNE,N,CHEYENNE WELLS,520,CHEYENNE COUNTY RE-5,12th Grade,7th Grade,7197675612,1612,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8017,80810
1300 MINER STREET,19,CLEAR CREEK,N,IDAHO SPRINGS,540,CLEAR CREEK RE-1,6th Grade,Preschool,3035674431,4212,CARLSON ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8019,80452
185 BEAVER BROOK CANYON DR.,19,CLEAR CREEK,N,EVERGREEN,540,CLEAR CREEK RE-1,12th Grade,9th Grade,3036794600,4216,CLEAR CREEK HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8019,80439
185 BEAVER BROOK CANYON ROAD,19,CLEAR CREEK,N,EVERGREEN,540,CLEAR CREEK RE-1,8th Grade,7th Grade,3036794600,1660,CLEAR CREEK MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8019,80439
504 14TH STREET,19,CLEAR CREEK,Y,GEORGETOWN,540,CLEAR CREEK RE-1,6th Grade,Preschool,3035693277,3385,GEORGETOWN COMMUNITY SCHOOL,Outlying Town,CO,Public School Physical Address,8019,80444
425 CIRCLE K ROAD,19,CLEAR CREEK,N,EVERGREEN,540,CLEAR CREEK RE-1,6th Grade,Preschool,3036700005,4700,KING-MURPHY ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8019,80439
17889 US HWY 285,21,CONEJOS,N,LA JARA,550,NORTH CONEJOS RE-1J,12th Grade,9th Grade,7192745178,1378,CENTAURI HIGH SCHOOL,Remote,CO,Public School Physical Address,8021,81140
17891 US HWY 285,21,CONEJOS,N,LA JARA,550,NORTH CONEJOS RE-1J,8th Grade,6th Grade,7192744301,1276,CENTAURI MIDDLE SCHOOL,Remote,CO,Public School Physical Address,8021,81140
214 POPLAR STREET,21,CONEJOS,N,LA JARA,550,NORTH CONEJOS RE-1J,5th Grade,Preschool,7192745791,4836,LA JARA ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8021,81140
200 SOUTH 5TH STREET,21,CONEJOS,N,MANASSA,550,NORTH CONEJOS RE-1J,5th Grade,Kindergarten,7198435277,5422,MANASSA ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8021,81141
635 MAIN STREET,21,CONEJOS,N,LAJARA,550,NORTH CONEJOS RE-1J,12th Grade,Kindergarten,7192744220,6339,NORTH CONEJOS ALTERNATIVE PROGRAM,Remote,CO,Public School Physical Address,8021,81140
755 SECOND STREET,21,CONEJOS,N,SANFORD,560,SANFORD 6J,6th Grade,Preschool,7192745167,7612,SANFORD ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8021,81151
755 SECOND STREET,21,CONEJOS,N,SANFORD,560,SANFORD 6J,12th Grade,7th Grade,7192745167,7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,Remote,CO,Public School Physical Address,8021,81151
620 PINE STREET,21,CONEJOS,N,ANTONITO,580,SOUTH CONEJOS RE-10,12th Grade,9th Grade,7193765468,252,ANTONITO HIGH SCHOOL,Remote,CO,Public School Physical Address,8021,81120
620 PINE STREET,21,CONEJOS,N,ANTONITO,580,SOUTH CONEJOS RE-10,8th Grade,7th Grade,7193765468,250,ANTONITO MIDDLE SCHOOL,Remote,CO,Public School Physical Address,8021,81120
900 WEST 8TH STREET,21,CONEJOS,N,ANTONITO,580,SOUTH CONEJOS RE-10,6th Grade,Kindergarten,7193765407,248,GUADALUPE ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8021,81120
909 NORTH MAIN STREET,23,COSTILLA,N,SAN LUIS,640,CENTENNIAL R-1,12th Grade,Preschool,7196723322,1398,CENTENNIAL SCHOOL,Remote,CO,Public School Physical Address,8023,81152
17523 EAST HIGHWAY 160,23,COSTILLA,N,BLANCA,740,SIERRA GRANDE R-30,12th Grade,Preschool,7193793257,7880,SIERRA GRANDE K-12 SCHOOL,Remote,CO,Public School Physical Address,8023,81123
602 MAIN,25,CROWLEY,N,ORDWAY,770,CROWLEY COUNTY RE-1-J,12th Grade,7th Grade,7192673582,2058,CROWLEY COUNTY JUNIOR AND SENIOR HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8025,81063
630 MAIN,25,CROWLEY,N,ORDWAY,770,CROWLEY COUNTY RE-1-J,3rd Grade,Kindergarten,7192673558,2050,CROWLEY COUNTY PRIMARY,Outlying Town,CO,Public School Physical Address,8025,81063
1001 MAIN,25,CROWLEY,N,ORDWAY,770,CROWLEY COUNTY RE-1-J,6th Grade,4th Grade,7192679880,2054,CROWLEY COUNTY WARD INTERMEDIATE,Outlying Town,CO,Public School Physical Address,8025,81063
709 MAIN STREET,27,CUSTER,N,WESTCLIFFE,860,CUSTER COUNTY SCHOOL DISTRICT C-1,5th Grade,Preschool,7197832291,2088,CUSTER COUNTY ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8027,81252
709 MAIN STREET,27,CUSTER,N,WESTCLIFFE,860,CUSTER COUNTY SCHOOL DISTRICT C-1,12th Grade,9th Grade,7197832291,2092,CUSTER COUNTY HIGH SCHOOL,Remote,CO,Public School Physical Address,8027,81252
709 MAIN STREET,27,CUSTER,N,WESTCLIFFE,860,CUSTER COUNTY SCHOOL DISTRICT C-1,8th Grade,6th Grade,7197832291,2091,CUSTER MIDDLE SCHOOL,Remote,CO,Public School Physical Address,8027,81252
1765 HIGHWAY 50,29,DELTA,N,DELTA,870,DELTA COUNTY 50(J),12th Grade,6th Grade,9708747671,93,ACHIEVE BLENDED LEARNING ACADEMY,Outlying Town,CO,Public School Physical Address,8029,81416
822 GRAND AVENUE,29,DELTA,N,DELTA,870,DELTA COUNTY 50(J),Preschool,Preschool,9708749517,489,BACKPACK EARLY LEARNING ACADEMY,Outlying Town,CO,Public School Physical Address,8029,81416
380 N  Grand Mesa Drive,29,DELTA,N,CEDAREDGE,870,DELTA COUNTY 50(J),5th Grade,Kindergarten,9708563885,4182,CEDAREDGE ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8029,81413
575 SE DEER CREEK DR,29,DELTA,N,CEDAREDGE,870,DELTA COUNTY 50(J),12th Grade,9th Grade,9708566882,1372,CEDAREDGE HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8029,81413
845 SE DEER CREEK DRIVE,29,DELTA,N,CEDAREDGE,870,DELTA COUNTY 50(J),8th Grade,6th Grade,9708563118,1375,CEDAREDGE MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8029,81413
239 E 6TH STREET,29,DELTA,N,DELTA,870,DELTA COUNTY 50(J),8th Grade,5th Grade,9708740835,2152,DELTA ACADEMY OF APPLIED LEARNING,Outlying Town,CO,Public School Physical Address,8029,81416
822 GRAND AVENUE,29,DELTA,N,DELTA,870,DELTA COUNTY 50(J),12th Grade,7th Grade,9708742753,2155,DELTA COUNTY OPPORTUNITY SCHOOL,Outlying Town,CO,Public School Physical Address,8029,81416
1400 PIONEER ROAD,29,DELTA,N,DELTA,870,DELTA COUNTY 50(J),12th Grade,9th Grade,9708748031,2164,DELTA HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8029,81416
910 GRAND AVENUE,29,DELTA,N,DELTA,870,DELTA COUNTY 50(J),8th Grade,6th Grade,9708748046,2160,DELTA MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8029,81416
1080 PIONEER RD,29,DELTA,Y,DELTA,870,DELTA COUNTY 50(J),12th Grade,Kindergarten,9708748226,2166,DELTA VISION SCHOOL,Outlying Town,CO,Public School Physical Address,8029,81416
600 A STREET,29,DELTA,N,DELTA,870,DELTA COUNTY 50(J),5th Grade,Kindergarten,9708748003,3330,GARNET MESA ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8029,81416
465 LORAH LANE,29,DELTA,N,HOTCHKISS,870,DELTA COUNTY 50(J),8th Grade,Preschool,9708723325,4124,HOTCHKISS ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8029,81419
438 BULLDOG ST,29,DELTA,N,HOTCHKISS,870,DELTA COUNTY 50(J),12th Grade,9th Grade,9708723882,4128,HOTCHKISS HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8029,81419
1050 HASTINGS,29,DELTA,N,DELTA,870,DELTA COUNTY 50(J),5th Grade,Kindergarten,9708743700,5154,LINCOLN ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8029,81416
51 FIR AVE,29,DELTA,N,CRAWFORD,870,DELTA COUNTY 50(J),6th Grade,Preschool,9709214935,1952,NORTH FORK MONTESSORI @ CRAWFORD,Outlying Town,CO,Public School Physical Address,8029,81415
430 BOX ELDER,29,DELTA,N,PAONIA,870,DELTA COUNTY 50(J),5th Grade,Kindergarten,9705273639,6295,NORTH FORK SCHOOL OF INTEGRATED STUDIES,Outlying Town,CO,Public School Physical Address,8029,81428
430 BOX ELDER,29,DELTA,N,PAONIA,870,DELTA COUNTY 50(J),6th Grade,Preschool,9705273639,6700,PAONIA ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8029,81428
846 GRAND AVENUE,29,DELTA,N,PAONIA,870,DELTA COUNTY 50(J),12th Grade,7th Grade,9705274882,6708,PAONIA HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8029,81428
2285 SOUTH FEDERAL BOULEVARD,31,DENVER,N,DENVER,880,DENVER COUNTY 1,12th Grade,9th Grade,7204235000,10,ABRAHAM LINCOLN HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80219
3655 WYANDOT STREET,31,DENVER,N,DENVER,880,DENVER COUNTY 1,6th Grade,Preschool,7204244370,6397,ACADEMIA ANA MARIE SANDOVAL,Denver Metro,CO,Public School Physical Address,8031,80211
12000 E. 47TH AVE,31,DENVER,Y,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,3035741360,99,ACADEMY 360,Denver Metro,CO,Public School Physical Address,8031,80239
2417 W. 29th Ave,31,DENVER,Y,DENVER,880,DENVER COUNTY 1,12th Grade,9th Grade,3032820900,67,ACADEMY OF URBAN LEARNING,Denver Metro,CO,Public School Physical Address,8031,80211
948 SANTA FE DRIVE,31,DENVER,Y,DENVER,880,DENVER COUNTY 1,10th Grade,8th Grade,3034369588,1866,ACE COMMUNITY CHALLENGE SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80204
5440 SCRANTON STREET,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,7204249988,220,AMESSE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80239
1320 EAST ASBURY AVENUE,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Kindergarten,7204249750,388,ASBURY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80210
1914 SYRACUSE STREET,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,7204249748,418,ASHLEY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80220
85 HOOKER STREET,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,7204249590,520,BARNUM ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80219
4950 BEACH COURT,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,7204249470,650,BEACH COURT ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80221
3005 SOUTH GOLDEN WAY,31,DENVER,N,DENVER,880,DENVER COUNTY 1,6th Grade,6th Grade,7204239600,1077,BEAR VALLEY INTERNATIONAL SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80227
3051 SOUTH ELM STREET,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,7204249468,964,BRADLEY INTERNATIONAL SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80222
2500 EAST 4TH AVENUE,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,7204249330,1056,BROMWELL ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80206
2550 LOWELL BLVD,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,7204249250,1076,BROWN INTERNATIONAL ACADEMY,Denver Metro,CO,Public School Physical Address,8031,80211
3955 STEELE STREET,31,DENVER,N,DENVER,880,DENVER COUNTY 1,12th Grade,6th Grade,7204241080,6350,BRUCE RANDOLPH SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80205
3635 QUIVAS ST,31,DENVER,N,DENVER,880,DENVER COUNTY 1,8th Grade,Preschool,7204249170,1106,BRYANT WEBSTER DUAL LANGUAGE ECE-8 SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80211
2650 ELIOT STREET,31,DENVER,N,DENVER,880,DENVER COUNTY 1,12th Grade,9th Grade,7204236600,1319,CAREER EDUCATION CENTER EARLY COLLEGE,Denver Metro,CO,Public School Physical Address,8031,80211
5420 EAST 1ST AVENUE,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,7204249090,1324,CARSON ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80220
845 SOUTH LOWELL BOULEVARD,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Kindergarten,7204248990,9496,CASTRO ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80219
4665 RALEIGH STREET,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,7204248900,1400,CENTENNIAL A SCHOOL FOR EXPEDITIONARY LEARNING,Denver Metro,CO,Public School Physical Address,8031,80212
3752 TENNYSON STREET,31,DENVER,Y,DENVER,880,DENVER COUNTY 1,8th Grade,Kindergarten,3034550848,1345,CESAR CHAVEZ ACADEMY DENVER,Denver Metro,CO,Public School Physical Address,8031,80212
1300 SOUTH LOWELL BOULEVARD,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Kindergarten,7204244300,7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80219
1580 JULIAN STREET,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,7204248810,1528,CHELTENHAM ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80204
3240 HUMBOLDT STREET,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,7204239120,1785,COLE ARTS AND SCIENCE ACADEMY,Denver Metro,CO,Public School Physical Address,8031,80205
1526 TENNYSON STREET,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,7204248740,1774,COLFAX ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80204
2675 SOUTH DECATUR STREET,31,DENVER,N,DENVER,880,DENVER COUNTY 1,5th Grade,Preschool,7204248660,1788,COLLEGE VIEW ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8031,80219
5290 KITTREDGE STREET,31,DENVER,N,DENVER,880,DENVER COUNTY 1,12th Grade,9th Grade,7204230850,1295,COLLEGIATE PREPARATORY ACADEMY,Denver Metro,CO,Public School Physical Address,8031,80239
